sponsorid|type|name|remove|uri
GM01052|org;funder|Novazyme Pharmaceuticals Inc||
GM0005954|org;funder|Ctrs for Medicare & Medicaid Services||
GM0006054|org;funder|Fox Chase Chemical Diversity Center||
GM0006120|org;funder|University of Sheffield||
GM0006131|org;funder|Oldcastle Precast||
GM0006551|org;funder|Interactivity Foundation||
GM0006561|org;funder|Intl Council on Amino Acid Science||
GM0006562|org;funder|Intl Fou for Research in Paraplegia||
GM0006567|org;funder|Intl Union Against Tuberculosis Lung Dis||
GM0006569|org;funder|Islamic Medical Asso of North America||
GM0006864|org;funder|Disney Worldwide Conservation Fund||
GM0006954|org;funder|Fl Dept of Htlh Ed Ethel Moore Alzheimer||
GM0005497|org;funder|Cytopherx||
GM0005524|org;funder|Plx Pharma||
GM0006819|org;funder|West Marine Products Inc.||
GM0006933|org;funder|Fei||
GM0489|org;funder|Lockheed Martin Sanders Inc||
GM03439|org;funder|Institut Julet Bordet-Centre||
GM0344|org;funder|Pfizer Inc Pharmaceuticals||
GM0005308|org;funder|Ball State University||
GM0005340|org;funder|Guild Associates||
GM0005349|org;funder|Gidel||
GM0005374|org;funder|Sandvik Group||
GM0005632|org;funder|Intl Flavors & Fragrances||
GM0005695|org;funder|Orange County Environment Protection Div||
GM0006056|org;funder|SE Coastal Wind Coalition||
GM0006247|org;funder|Abbotly Technologies||
GM0006295|org;funder|Galatea Corporation||
GM0006312|org;funder|Als Therapy Alliance||
GM0006352|org;funder|American Soc for Engineering Education||
GM0006552|org;funder|Internal Revenue Service||
GM0005819|org;funder|Zoetis||
GM0006177|org;funder|Mustard 21 Canada||
GM0006250|org;funder|Ty Louis Campbell Fou||
GM0006257|org;funder|Children's Natl Medical Center||
GM0006869|org;funder|Universidad Autonoma De Yucatan||
GM0006092|org;funder|N2 Genetics||
GM0006323|org;funder|Am Soc Pharm Experimental Therapeutics||
GM0006333|org;funder|American Epilepsy Society||
GM0006334|org;funder|American Fou for Suicide Prevention||
GM0006338|org;funder|American Institute of Indian Studies||
GM0006343|org;funder|American Music Therapy Association||
GM0006344|org;funder|American Orthopaedic Foot & Ankle Soc||
GM0006387|org;funder|Benign Essential Blepharospasm Research Fou||
GM0006392|org;funder|Blakemore Foundation||
GM0006409|org;funder|Campbell Foundation||
GM0005429|org;funder|Bucknell University||
GM0005463|org;funder|Aptalis Pharmaceuticals||
GM0005609|org;funder|Amer Physical Therapy Associate||
GM0006264|org;funder|Rhegal Consulting||
GM0006751|org;funder|Technician Museum of Innovation||
GM0006768|org;funder|USA Funds||
GM04873|org;funder|Savara Pharmaceuticals||
GM04459|org;funder|American Hemerocallis Society||
GM04885|org;funder|American Burn Assn||
GM04886|org;funder|Movement Disorder Society||
GM05221|org;funder|American Asthma Fou||
GM04603|org;funder|Natl Historical Publications Record Com||
GM04604|org;funder|University of Toronto||
GM049|org;funder|Astra Pharmaceutical Products||
GM0490|org;funder|At&T Fou||
GM0491|org;funder|Aldrich Chemical Company||
GM0492|org;funder|Allergan Inc||
GM0493|org;funder|Alliance Pharmaceutical Corp||
GM0494|org;funder|Advanced Therapies Inc||
GM0495|org;funder|Nycomed R&D Inc||
GM0496|org;funder|Alpha Beta Technology||
GM0497|org;funder|Amer Medical Systems Inc||
GM0498|org;funder|Anthra Pharmaceuticals Inc||
GM0499|org;funder|Argus Pharmaceuticals||
GM05|org;funder|Abbott Laboratories||
GM050|org;funder|At&T||
GM03794|org;funder|Fdn for Applied Molecular Evolution||
GM0006036|org;funder|Adventist Health Sytem Sunbelt||
GM0006145|org;funder|Natl Education Asso Fou||
GM0006176|org;funder|Vanderbilt University Medical Center||
GM0006926|org;funder|North Carolina Wildlife Resources Comm||
GM0006262|org;funder|Homefree USA||
GM0006821|org;funder|Green Technologies Llc||
GM0006859|org;funder|Immuron||
GM0005311|org;funder|Amer Soc of Human Genetics||
GM04993|org;funder|Pan American R&D||
GM04994|org;funder|Japan Ministry of Economy Trade & Indust||
GM04995|org;funder|Japan Patent Office||
GM04797|org;funder|Thome Memorial Fou Edward N & Della L||
GM05057|org;funder|Saudi Arabian Cultural Mission||
GM04091|org;funder|Artisan Pharma||
GM04092|org;funder|Herman Frasch Fou||
GM04093|org;funder|Arthrex||
GM04094|org;funder|Blue Moon Fund||
GM04095|org;funder|Advocates for Human Potential||
GM04096|org;funder|Fedex Corp||
GM0006550|org;funder|Intelligent Transportation Society of Am||
GM0006573|org;funder|Jacobs Foundation||
GM0006576|org;funder|Japan Society for the Promotion of Sci||
GM0006879|org;funder|Lexisnexis Risk Data Management||
GM0005316|org;funder|Moskowitz Fou Irving I||
GM0005426|org;funder|Soc of Adolescent Health & Medicine||
GM0005507|org;funder|Neighborworks America||
GM0005512|org;funder|Hanyang University||
GM0005537|org;funder|Differential Diagnostics||
GM0005704|org;funder|Qinetiq North America||
GM0005711|org;funder|Laboratoire National De Sante Publique||
GM0005712|org;funder|Bp Biofuels North America||
GM0006424|org;funder|Child Health Foundation||
GM0006439|org;funder|Conrad N. Hilton Foundation||
GM0006440|org;funder|Coopervision||
GM0006462|org;funder|Durham University||
GM0006891|org;funder|Soc of Teachers of Family Medicine Fou||
GM0006902|org;funder|Society of Systematic Biologists||
GM04605|org;funder|Natl Endowment for Financial Education||
GM04606|org;funder|Noninvasive Medical Technologies||
GM04607|org;funder|Zelos Therapeutics||
GM05226|org;funder|Myotonic Dystrophy Fou||
GM05227|org;funder|Cerebral Palsy Intl Research Fou||
GM05228|org;funder|Point of Care Center for Emerg Neuro Technician||
GM05229|org;funder|Mtm Laboratories||
GM05230|org;funder|Dentsply Implants Manufacturing Gmbh||
GM05231|org;funder|Agfirst Farm Credit Bank||
GM05232|org;funder|Alliance for Sustainable Energy||
GM05233|org;funder|Natl Renewable Energy Laboratory||
GM05234|org;funder|Clinresearch Gmbh||
GM05235|org;funder|Garden Club of America||
GM04951|org;funder|Everglades Foundation||
GM04952|org;funder|Roche Products||
GM05267|org;funder|Southeastern Transportation Center||
GM03435|org;funder|Ciba Specialist Chemicals||
GM03436|org;funder|Energy Concepts||
GM0005921|org;funder|Wenzhou Medical University||
GM0005940|org;funder|Community Foundation||
GM0005957|org;funder|Venaxis||
GM0005978|org;funder|Orthoaccel Technologies||
GM0005979|org;funder|US Dept of Int Bur of Ocean Energy Management||
GM0006061|org;funder|Sk Life Science||
GM0005372|org;funder|Phytopharm Plc||
GM0005455|org;funder|Natl Inst for Aerospace Technology||
GM0005594|org;funder|City of Hope||
GM0005597|org;funder|Callidus Biopharma||
GM0005608|org;funder|Cardiovascular Clinical Science Fou Corp||
GM0006185|org;funder|University of Gothenburg||
GM0006442|org;funder|Cornelia De Lange Syndrome Foundation||
GM0006443|org;funder|Council on Foreign Relations||
GM0006445|org;funder|Csl Behring Foundation||
GM0006603|org;funder|Lungevity Foundation||
GM0006615|org;funder|Mayday Fund||
GM0005345|org;funder|Veris Technologies||
GM0005385|org;funder|Southern Calif Coastal Water Research Proj||
GM0005419|org;funder|Swiss Tropical & Public Health Institute||
GM0005576|org;funder|Alveologic||
GM0005694|org;funder|Enza Zaden USA Inc||
GM0006226|org;funder|Edison Pharmaceuticals||
GM0006276|org;funder|Ata Aerospace||
GM0006904|org;funder|Bellerophon Bcm Llc||
GM0006918|org;funder|California Fresh Carrot Advisory Board||
GM0005558|org;funder|Bureau of Educational & Cultural Affairs||
GM0005676|org;funder|Children With Diabetes Foundation||
GM0005816|org;funder|Policy Research||
GM0006110|org;funder|Furiex Pharmaceuticals||
GM0006957|org;funder|Mendel Biological Solutions Llc||
GM0006652|org;funder|National Storytelling Network||
GM0006353|org;funder|American Society for Microbiology||
GM0006363|org;funder|Aniara||
GM0005543|org;funder|Jonas Center for Nursing Excellence||
GM0005544|org;funder|Fishery & Aquaculture Industry Research Fund||
GM0005759|org;funder|Korea Polar Research Inst||
GM0006671|org;funder|Ochsner Clinic Foundation||
GM0006701|org;funder|Renewable Fuels Foundation||
GM0006703|org;funder|Research!America||
GM0006755|org;funder|The A-T Children's Project||
GM0006763|org;funder|United Leukodystrophy Foundation||
GM0006802|org;funder|Groote Schuur Hospital||
GM0005831|org;funder|Cynora Gmbh||
GM0005888|org;funder|Bio Soil Enhancers||
GM0005937|org;funder|Jacksonville University||
GM0006038|org;funder|Natl Inst of Health Nimhd||
GM0006066|org;funder|Melinta Therapeutics Inc||
GM0006127|org;funder|Brockington and Associates Inc.||
GM0006816|org;funder|National Board for Cert in Occ Therapy||
GM0462|org;funder|Universal Leaf Tobacco Royster Company||
GM0463|org;funder|Upjohn Company||
GM0464|org;funder|Valent USA Corp||
GM0339|org;funder|Pepsico Inc||
GM03390|org;funder|Corp for Natl and Community Service||
GM03391|org;funder|Bionol Corporation||
GM03392|org;funder|Specialty Minerals||
GM03393|org;funder|Altus Pharmaceuticals||
GM03394|org;funder|Vicuron Pharmaceuticals||
GM03395|org;funder|City of Gainesville Housing Authority||
GM03396|org;funder|Intl Soc of Psychiatry-Mental Health Nurs||
GM03397|org;funder|Asia Pacific Network||
GM03398|org;funder|Tanimura & Antle||
GM04065|org;funder|North Florida Land Trust||
GM04066|org;funder|Coaxia||
GM0006447|org;funder|Cultural Vistas||
GM0005635|org;funder|Doheny Eye Institute||
GM0006805|org;funder|Unaffiliated||
GM0006836|org;funder|Oclc Research||
GM0006851|org;funder|Association of Zoos & Aquariums||
GM0006953|org;funder|Sacred Heart Health System Inc||
GM0006964|org;funder|Texas Research International Inc||
GM0006966|org;funder|Share Our Strength Inc||
GM0006994|org;funder|Gulf Coast Community Foundation||
GM0005307|org;funder|New Hope Power Company||
GM03804|org;funder|Froptix Corporation||
GM03805|org;funder|Natl Governors Association||
GM05056|org;funder|Paul C Rizzo Associates||
GM0006416|org;funder|Center for Khmer Studies||
GM0006793|org;funder|Aldeyra Therapeutics||
GM0006807|org;funder|Cnty of Los Angeles Dept of Public Health||
GM0006815|org;funder|Arbor Research Collaborative for Health||
GM0006930|org;funder|Bitcauldron||
GM0006659|org;funder|Nestle Nutrition Institute||
GM0005621|org;funder|Cubrc||
GM0005724|org;funder|Dehlsen Associates||
GM0005812|org;funder|Soc for Integrat & Comparative Bio||
GM0006555|org;funder|International Rett Syndrome Foundation||
GM0006559|org;funder|Intl Agency for Research on Cancer||
GM0006563|org;funder|Intl Fou for Sonography Education & Research||
GM0006564|org;funder|Intl Fou Functional Gi Disorders||
GM0006565|org;funder|Intl Inst for Applied Systems Analysis||
GM0006570|org;funder|Iti Life Sciences||
GM0006571|org;funder|J. Paul Getty Trust||
GM0006578|org;funder|Jarvis & Constance Doctorow Family Fou||
GM0006580|org;funder|Jerome Lejeune Foundation||
GM0006585|org;funder|Jones Fou for Reproductive Medicine||
GM0006470|org;funder|Epilepsy Therapy Project||
GM0006501|org;funder|Fundamental Physics Prize Foundation||
GM0006511|org;funder|Gladys Krieble Delmas Foundation||
GM04842|org;funder|Bayer Cropscience Sa||
GM04843|org;funder|Tribologix||
GM04844|org;funder|Teva Neuroscience||
GM04975|org;funder|Meda Pharma Gmbh & Courtesy Kg||
GM04976|org;funder|Korea Basic Science Institute||
GM04977|org;funder|Oxysense||
GM04978|org;funder|Tampa Bay Wholesale Growers Asso||
GM04979|org;funder|Agrium Advanced Technologies||
GM04980|org;funder|Fl Citrus Production Research Advisory Coun||
GM04981|org;funder|Toyon Research Corp||
GM04851|org;funder|Healthpoint||
GM04852|org;funder|Recycled Energy Development||
GM04853|org;funder|City of Alachua||
GM04854|org;funder|Sk Holdings Courtesy||
GM04591|org;funder|Novexel Sa||
GM04592|org;funder|City of Ft Myers||
GM05111|org;funder|Herald Tribune||
GM05112|org;funder|Astra Technician Ab||
GM05113|org;funder|Lsg Partners||
GM05114|org;funder|Bachmann-Strauss Dystonia & Parkinson Fo||
GM047|org;funder|Arco Chemical Company||
GM0470|org;funder|Walt Disney World Courtesy||
GM0471|org;funder|Walt Disney World Sports Attractions||
GM0472|org;funder|Walt Disney Imagineering||
GM0473|org;funder|Warner Lambert Courtesy||
GM0474|org;funder|Warner Lambert Courtesy Parke-Davis||
GM0475|org;funder|Warner Lambert Courtesy Parke-Davis Pharm Research||
GM0476|org;funder|Water & Air Research||
GM0477|org;funder|Westat Inc||
GM0478|org;funder|Westinghouse Electric Corp||
GM0479|org;funder|Westinghouse Bettis Power Laboratory||
GM0005579|org;funder|Ucb Biosciences||
GM0005414|org;funder|Geospider||
GM0005441|org;funder|Natl Inst Advanced Indust Science & Technician||
GM0005489|org;funder|Millan & Associates||
GM0005517|org;funder|Sod Solutions||
GM0005866|org;funder|Ecole Polytechnique Federale De Lausanne||
GM0006150|org;funder|Exelixis||
GM0006169|org;funder|Jefferson Lab||
GM0005913|org;funder|Florida Brewers Guild||
GM0005935|org;funder|Respicardia||
GM0005955|org;funder|Osceola County Council on Aging||
GM0006950|org;funder|Kennedy Krieger Inc||
GM0007000|org;funder|Mediatek USA Inc||
GM0005428|org;funder|Migraine Research Fou||
GM0005656|org;funder|Dental Quality Alliance||
GM05277|org;funder|Nec Corporation||
GM05278|org;funder|Sound Pharmaceuticals||
GM05095|org;funder|Bbn Technologies||
GM03708|org;funder|Grifols Worldwide Operations Ltd||
GM04599|org;funder|Incyte Corporation||
GM04593|org;funder|Ariad Pharmaceuticals||
GM04594|org;funder|Florida's Great Northwest||
GM04595|org;funder|VA Institute of Marine Science||
GM04596|org;funder|Unilever Foods & Health Research Inst||
GM04597|org;funder|Cornerstone Therapeutics||
GM04598|org;funder|City of Brooksville||
GM05225|org;funder|Midwest Reg Center Excellence for Biodef &||
GM04862|org;funder|Medtronic Vascular||
GM04863|org;funder|Fogarty International Clinical Research||
GM05197|org;funder|Klingenstein Fund Esther & Joseph||
GM05198|org;funder|Narus||
GM05199|org;funder|Southern Waste Systems||
GM05200|org;funder|Susan Mcknight Inc||
GM05201|org;funder|Achaogen||
GM05202|org;funder|Clear Science||
GM04664|org;funder|Lambert Technologies||
GM04665|org;funder|Fl Blueberry Growers Association||
GM05222|org;funder|Custom Dental Implants||
GM05223|org;funder|UF College of Veterinary Medicine||
GM05224|org;funder|The Community Foundation||
GM04667|org;funder|Janus Development Group||
GM04668|org;funder|Roche Organ Transplantation Research Fou||
GM04669|org;funder|Lifecycle Pharma||
GM04670|org;funder|Nestle Purina Petcare Global Resources||
GM04671|org;funder|Arcadis U.S.||
GM04672|org;funder|Sc Liver Research Consortium||
GM04673|org;funder|Barlow Scientific||
GM04674|org;funder|Alnara Pharmaceuticals||
GM04675|org;funder|Lsi||
GM05279|org;funder|Medical Cyberworlds||
GM05280|org;funder|Olmsted Medical Center||
GM0006961|org;funder|Tivra Corp||
GM0005366|org;funder|Acorda Therapeutics||
GM0005398|org;funder|Facebook||
GM0005433|org;funder|Novarials||
GM0005611|org;funder|Nverpix||
GM0005670|org;funder|Natl Research Fund for Tick-Borne Diseases||
GM0006155|org;funder|Alliance Healthcare Fou||
GM0006297|org;funder|Southern Methodist University||
GM0006843|org;funder|Saving Tiny Hearts Society||
GM0005394|org;funder|Enterade USA||
GM0005471|org;funder|Lifelink Tissue Bank||
GM0005682|org;funder|Actamax Surgical Materials Llc||
GM0005871|org;funder|St Johns County Mosquito Control District||
GM0005990|org;funder|Hyundai Ngv||
GM0006044|org;funder|Cntr Applications of Psychological Type||
GM05269|org;funder|Mentor Graphics||
GM05270|org;funder|Jmj Technologies||
GM05271|org;funder|Kuwait Fou for Advancement of Sciences||
GM05272|org;funder|Csu Fullerton Aux Serv Corp||
GM05284|org;funder|Semprius||
GM05273|org;funder|American Sleep Medicine Fou||
GM05274|org;funder|Electrical Geodesics Inc||
GM05275|org;funder|Atricure||
GM05276|org;funder|Transmedics||
GM0006707|org;funder|Robert Bosch Foundation||
GM0006717|org;funder|Sarcoma Foundation of America||
GM0006727|org;funder|Soc for Research in Child Development||
GM03399|org;funder|Anxiety Disorders Asso of America||
GM05281|org;funder|Exponent||
GM05282|org;funder|Tennessee State University||
GM05283|org;funder|Mindshare||
GM0403|org;funder|Semiconductor Research Corp||
GM0460|org;funder|United Technolo Corp Optical Systems Inc||
GM0461|org;funder|United Technician Corp Pratt and Whitney||
GM04068|org;funder|European Commission||
GM04069|org;funder|Limb Preservation Fou||
GM0407|org;funder|Service Merchandise Company||
GM04070|org;funder|Merck Selbstmedikation Gmbh||
GM04071|org;funder|Iucn - South Africa||
GM04072|org;funder|UF Div of Sponsored Research 21St Century Research||
GM04073|org;funder|Soc for Inherited Metabolic Disorders||
GM04074|org;funder|Responsive Devices||
GM04075|org;funder|James Nicholas||
GM04076|org;funder|United States Surgical||
GM0506|org;funder|Certainteed Corporation||
GM0507|org;funder|Coastal Planning Engineering||
GM0508|org;funder|Collagenex Inc||
GM0509|org;funder|Consultec Scientific Inc||
GM051|org;funder|At&T Paradyne||
GM05236|org;funder|Registrat||
GM05237|org;funder|Vodafone Americas Foundation||
GM05238|org;funder|Florida Works||
