DEPTID|END_DATE|UFID|SAL_ADMIN_PLAN|JOBCODE|HR_POSITION|uri|remove|current|JOBCODE_DESCRIPTION|START_DATE
73030500|NULL|30188761|TU2N|1109|1|||yes|POLICE SERVICE TECH|2013-08-02
06040000|NULL|08845344|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2012-09-21
32060300|NULL|32612900|CTSY|144|1|||yes|AFFL CLIN AST PROF|2009-11-05
33030000|NULL|08649061|FA12|203|1|||yes|RES AST PROF|2013-06-21
60180000|NULL|60866470|CTSY|518|1|||yes|PROF|2004-06-18
30190000|NULL|72559133|FACM|791|1|||yes|CLIN AST PROF|2005-10-10
16120100|NULL|14701326|GA12|540|1|||yes|GRADUATE AST-R|2012-07-02
17060100|NULL|35230450|FA09|518|1|||yes|PROF|1987-08-07
34010400|NULL|51986170|US2E|870|1|||yes|GRANTS SPECIALIST, SR|1990-12-21
04040000|NULL|41187501|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2011-10-25
30090000|NULL|84795719|TA12|1336|1|||yes|CLINICAL PROGRAMS, CRD 4|2013-12-03
60230000|NULL|90681896|GA12|540|1|||yes|GRADUATE AST-R|2011-01-20
29080000|NULL|50389180|FACM|318|1|||yes|PRG DIR & PROF|2004-06-18
32060300|NULL|63939146|CTSY|144|1|||yes|AFFL CLIN AST PROF|2012-06-19
32060300|NULL|21303464|CTSY|144|1|||yes|AFFL CLIN AST PROF|2011-02-02
29180600|NULL|41303117|FACM|791|1|||yes|CLIN AST PROF|2013-08-15
29130000|NULL|17197975|FACM|791|1|||yes|CLIN AST PROF|2007-11-01
36020000|NULL|10454404|FA12|203|1|||yes|RES AST PROF|2012-02-01
67010000|NULL|49181649|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-09-12
29140300|NULL|84515006|GA12|540|1|||yes|GRADUATE AST-R|2004-07-07
29290100|NULL|13224700|FACM|791|1|||yes|CLIN AST PROF|2012-08-15
03030000|NULL|14999504|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-09-18
04050000|NULL|34711138|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-05-03
18050000|NULL|98336768|FA12|791|1|||yes|CLIN AST PROF|2013-10-01
73030000|NULL|33292129|TU2N|1109|1|||yes|POLICE SERVICE TECH|2009-10-19
63400200|NULL|95136950|US2N|1064|1|||yes|CUSTODIAL WORKER|1992-03-13
29051700|NULL|07926629|TU2E|837|1|||yes|ACCOUNTANT, SR|2008-09-05
60770000|NULL|81508355|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
19060100|NULL|93731866|GA12|540|1|||yes|GRADUATE AST-R|2013-01-02
67010000|NULL|12944968|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-09-23
32060300|NULL|18913657|CTSY|144|1|||yes|AFFL CLIN AST PROF|2012-08-21
33060000|NULL|86811528|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2007-09-17
60150000|NULL|14193670|FA12|518|1|||yes|PROF|1987-08-15
18020000|NULL|29715348|GA09|540|1|||yes|GRADUATE AST-R|2014-08-16
33080000|NULL|40350661|CTSY|734|1|||yes|CO PROF|2000-01-01
13100200|NULL|98999598|CTSY|744|1|||yes|CO LECTURER|2002-11-18
32060300|NULL|53917320|CTSY|144|1|||yes|AFFL CLIN AST PROF|2010-03-25
29131400|NULL|89598141|FACM|791|1|||yes|CLIN AST PROF|2010-07-01
16220100|NULL|87137339|GA09|540|1|||yes|GRADUATE AST-R|2012-10-19
35010900|NULL|92167530|US2N|798|1|||yes|CLERK, SR|1997-03-21
60770000|NULL|47918666|GA12|540|1|||yes|GRADUATE AST-R|2012-01-01
57140100|NULL|28575790|CTSY|134|1|||yes|AFFL ASO PROF|2008-01-01
34170201|NULL|33228301|TA12|1436|1|||yes|RESEARCH PROGS/SVCS, CRD 2|2005-11-21
23040000|NULL|61086579|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-08-27
26030100|NULL|46915329|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
60140000|NULL|01046960|FA12|318|1|||yes|PRG DIR & PROF|1996-12-27
19020000|NULL|87141331|GA12|540|1|||yes|GRADUATE AST-R|2012-08-16
60180000|NULL|60306630|TU2N|858|1|||yes|COMPUTER PROG-ANALYST, SR|1989-08-04
06040000|NULL|11576301|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2012-11-02
06040000|NULL|79043991|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2012-10-19
30140000|NULL|76817100|FACM|791|1|||yes|CLIN AST PROF|2009-08-01
29050100|NULL|76643040|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2011-07-01
29050900|NULL|37014945|FACM|791|1|||yes|CLIN AST PROF|2012-07-01
19060100|NULL|16451428|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-04-25
18080000|NULL|32131181|GA12|540|1|||yes|GRADUATE AST-R|2010-08-16
19030000|NULL|78126353|GA12|540|1|||yes|GRADUATE AST-R|2010-05-16
60470000|NULL|70713570|CTSY|738|1|||yes|CO ASO PROF|2004-06-18
60140000|NULL|39582061|CTSY|734|1|||yes|CO PROF|1988-05-06
16120100|NULL|95875900|GA12|540|1|||yes|GRADUATE AST-R|2006-02-21
23010100|NULL|39339409|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-05-14
30050000|NULL|17193635|FACM|791|1|||yes|CLIN AST PROF|2013-05-06
30160000|NULL|98344490|FACM|791|1|||yes|CLIN AST PROF|2012-08-06
60760000|NULL|58224570|FA12|318|1|||yes|PRG DIR & PROF|1985-12-01
06040000|NULL|89559261|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2010-12-08
19050000|NULL|09855953|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
30090000|NULL|11250170|FACM|791|1|||yes|CLIN AST PROF|2008-07-01
60190000|NULL|56535166|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
47150000|NULL|06519140|ISCR|1505|1|||yes|NRA ROYALTY RECIPIENT|2011-05-13
30180000|NULL|26541799|FACM|791|1|||yes|CLIN AST PROF|2008-07-01
63400200|NULL|33313750|US2N|1064|1|||yes|CUSTODIAL WORKER|2001-05-18
30160000|NULL|63142891|FACM|791|1|||yes|CLIN AST PROF|2014-07-21
60080000|NULL|91309146|GA12|540|1|||yes|GRADUATE AST-R|2012-08-16
32060501|NULL|24899161|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2013-09-09
19050000|NULL|43387153|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
29141100|NULL|54138988|FACM|791|1|||yes|CLIN AST PROF|2012-08-03
35010900|NULL|11221050|TU2N|802|1|||yes|WORD PROCESSING OPR, SR|2002-10-07
60140000|NULL|01675801|CTSY|734|1|||yes|CO PROF|1989-05-17
29350000|NULL|29826326|FACM|791|1|||yes|CLIN AST PROF|2014-08-18
19020000|NULL|71392261|FA09|518|1|||yes|PROF|2003-03-31
06040000|NULL|11499534|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2013-03-22
60460000|NULL|27137910|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2013-03-11
16660000|NULL|98121753|ISCR|1504|1|||yes|NRA INDEPENDENT CONTRACTOR|2014-02-14
16800000|NULL|49920671|CTSY|134|1|||yes|AFFL ASO PROF|2009-08-16
29020100|NULL|15212131|GA12|540|1|||yes|GRADUATE AST-R|2010-06-11
60351007|NULL|93301402|FA12|437|1|||yes|EXT AGENT II|2008-06-20
29051900|NULL|15139981|FACM|791|1|||yes|CLIN AST PROF|2008-11-05
05180000|NULL|47566438|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-01-06
29040100|NULL|99496176|FACM|791|1|||yes|CLIN AST PROF|2014-07-21
16920100|NULL|87837060|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2006-03-01
19050000|NULL|31747939|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
29160602|NULL|06992325|FACM|791|1|||yes|CLIN AST PROF|2012-07-03
16122400|NULL|38930641|CTSY|734|1|||yes|CO PROF|1998-10-15
60150000|NULL|55721800|CTSY|113|1|||yes|AFFL ASO IN|2004-06-18
60733000|NULL|52194287|GA12|540|1|||yes|GRADUATE AST-R|2010-08-16
57140100|NULL|19399951|FA09|518|1|||yes|PROF|2014-08-16
63400200|NULL|81063960|US2N|1064|1|||yes|CUSTODIAL WORKER|1998-10-14
60740000|NULL|18949438|GA12|540|1|||yes|GRADUATE AST-R|2010-09-07
29200000|NULL|31354357|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-05-14
29070603|NULL|15312317|TU2N|798|1|||yes|CLERK, SR|2009-03-20
29050900|NULL|54567241|TU2E|954|1|||yes|REGISTERED NURSE SPEC|2014-03-03
60440000|NULL|43519101|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-19
29210000|NULL|24953075|FACM|791|1|||yes|CLIN AST PROF|2011-10-01
29121000|NULL|19153685|TA12|1336|1|||yes|CLINICAL PROGRAMS, CRD 4|2014-07-11
18020000|NULL|51200020|TU2E|870|1|||yes|GRANTS SPECIALIST, SR|2006-08-14
55050300|NULL|85200941|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-28
19090000|NULL|91130382|GA12|540|1|||yes|GRADUATE AST-R|2011-05-16
36020000|NULL|18952954|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2014-03-18
57810300|NULL|82805330|TU2N|1105|1|||yes|SECURITY GUARD, SR|2008-04-30
32060300|NULL|38178776|CTSY|144|1|||yes|AFFL CLIN AST PROF|2006-11-03
60090000|NULL|13798506|GA12|540|1|||yes|GRADUATE AST-R|2008-08-16
03030000|NULL|89818421|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2011-10-17
13500000|NULL|61883221|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2004-03-31
29030101|NULL|11914065|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2014-05-12
60460000|NULL|21115883|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
17080100|NULL|63411800|FA09|518|1|||yes|PROF|1987-08-07
32060300|NULL|69532101|CTSY|144|1|||yes|AFFL CLIN AST PROF|2012-05-15
04030000|NULL|52906929|FA12|791|1|||yes|CLIN AST PROF|2011-08-18
60140000|NULL|14083140|CTSY|738|1|||yes|CO ASO PROF|1972-01-01
19020000|NULL|82016060|FA09|518|1|||yes|PROF|1990-08-10
32060300|NULL|69898306|CTSY|144|1|||yes|AFFL CLIN AST PROF|2008-04-29
29092500|NULL|92610497|TU2E|958|1|||yes|REGISTERED NURSE, SR SPEC|2011-04-01
32080500|NULL|29470670|OF12|791|1|||yes|CLIN AST PROF|2004-09-10
34010603|NULL|71305470|US2N|798|1|||yes|CLERK, SR|2000-12-22
64801000|NULL|82987010|TU2N|839|1|||yes|FINANCIAL ASSISTANCE COUNS|NULL
35040200|NULL|44369819|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-19
32060300|NULL|55907961|CTSY|144|1|||yes|AFFL CLIN AST PROF|2006-05-26
60900000|NULL|20531040|FA12|246|1|||yes|ASO CTR DIR & PROF|1983-07-01
13010400|NULL|16981891|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2010-09-10
67010000|NULL|53939373|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-08-05
32060300|NULL|11565651|CTSY|144|1|||yes|AFFL CLIN AST PROF|2009-09-08
63400400|NULL|68782410|US2N|1064|1|||yes|CUSTODIAL WORKER|2001-05-14
29060000|NULL|65885951|GA12|540|1|||yes|GRADUATE AST-R|2008-08-13
29141100|NULL|93546835|TA12|1336|1|||yes|CLINICAL PROGRAMS, CRD 4|2007-01-16
60850000|NULL|52917685|GA12|540|1|||yes|GRADUATE AST-R|2011-05-16
07290000|NULL|85241554|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-05-29
16040100|NULL|68723939|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-21
13040100|NULL|20059210|FA09|518|1|||yes|PROF|1999-08-13
18300000|NULL|56222330|TA12|1436|1|||yes|RESEARCH PROGS/SVCS, CRD 2|2009-01-05
60820000|NULL|69673913|GA12|540|1|||yes|GRADUATE AST-R|2013-01-08
13010100|NULL|10587918|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2013-03-11
19020000|NULL|11011684|GA12|540|1|||yes|GRADUATE AST-R|2011-01-05
29340000|NULL|36493636|TA12|1336|1|||yes|CLINICAL PROGRAMS, CRD 4|2013-02-18
67010000|NULL|35079105|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-04-16
64801000|NULL|64269340|US2N|839|1|||yes|FINANCIAL ASSISTANCE COUNS|1989-05-08
29090100|NULL|89727300|FACM|518|1|||yes|PROF|1982-07-01
32080500|NULL|37826330|OF12|791|1|||yes|CLIN AST PROF|1998-01-01
29290100|NULL|96394891|FACM|791|1|||yes|CLIN AST PROF|2014-07-14
60850000|NULL|28800000|US2E|943|1|||yes|CHEMIST, SR|1986-04-14
16580000|NULL|44591965|FA09|533|1|||yes|SR LECTURER|2014-08-16
30040000|NULL|74479221|FACM|791|1|||yes|CLIN AST PROF|2014-07-01
67010000|NULL|31012101|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-09-12
30180000|NULL|61729101|FACM|791|1|||yes|CLIN AST PROF|2012-08-01
06040000|NULL|59488455|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2012-11-30
24040100|NULL|52991460|FA12|432|1|||yes|ASO UNIV LIBRARIAN|2013-08-05
29680240|NULL|21663887|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-04-11
05110200|NULL|37209779|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-09-09
63400200|NULL|99796351|TU2N|1064|1|||yes|CUSTODIAL WORKER|2013-01-25
13500000|NULL|01179929|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-08-03
60092000|NULL|79816020|TU2E|1099|1|||yes|FARM SPV|2000-12-04
29030000|NULL|29979570|FA12|318|1|||yes|PRG DIR & PROF|1988-08-15
06040000|NULL|79433138|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2013-10-18
32060300|NULL|54709341|CTSY|144|1|||yes|AFFL CLIN AST PROF|2012-11-15
30190000|NULL|38373678|FACM|791|1|||yes|CLIN AST PROF|2012-07-09
16360100|NULL|25755459|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
67010000|NULL|14179645|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-10-29
32060300|NULL|57173710|CTSY|144|1|||yes|AFFL CLIN AST PROF|2011-10-31
16120100|NULL|23162421|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
19020000|NULL|92693351|GA12|540|1|||yes|GRADUATE AST-R|2010-05-16
04050000|NULL|42888106|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-05-16
56021500|NULL|49601903|CTSY|134|1|||yes|AFFL ASO PROF|2013-06-03
63400200|NULL|36873920|US2N|1064|1|||yes|CUSTODIAL WORKER|1988-12-30
63510900|NULL|03091169|TU2N|1064|1|||yes|CUSTODIAL WORKER|2004-12-20
57140100|NULL|97516499|CTSY|117|1|||yes|AFFL AST UNIV LIBRARIAN|2013-10-04
19340100|NULL|71619611|GA12|540|1|||yes|GRADUATE AST-R|2010-08-16
17060100|NULL|05961365|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-28
29020100|NULL|91695189|GA12|540|1|||yes|GRADUATE AST-R|2010-08-16
07240100|NULL|51191365|STBW|1487|1|||yes|HS - GRADUATE HALL DIRECTOR|2011-12-23
29051900|NULL|12997630|FACM|791|1|||yes|CLIN AST PROF|2002-07-01
32060300|NULL|16824450|CTSY|144|1|||yes|AFFL CLIN AST PROF|2011-10-19
32060300|NULL|15081169|CTSY|144|1|||yes|AFFL CLIN AST PROF|2011-09-06
67010000|NULL|99293312|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-01
07700100|NULL|33927100|US2N|1058|1|||yes|BUILDING CONSTRUCT INSPECTOR|1997-06-10
19030000|NULL|13613363|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
16980100|NULL|19415531|TU2N|798|1|||yes|CLERK, SR|2004-07-13
29080100|NULL|66354939|FACM|791|1|||yes|CLIN AST PROF|2009-07-01
19030000|NULL|05173905|GA12|540|1|||yes|GRADUATE AST-R|2012-08-16
32060000|NULL|76241640|CTSY|144|1|||yes|AFFL CLIN AST PROF|2013-03-08
32060300|NULL|30434461|CTSY|744|1|||yes|CO LECTURER|2011-04-04
29110000|NULL|29449683|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2014-02-12
30120000|NULL|52525840|FACM|791|1|||yes|CLIN AST PROF|2013-10-07
19090100|NULL|01476529|GA12|540|1|||yes|GRADUATE AST-R|2012-01-01
05320000|NULL|64454495|TU2N|1025|1|||yes|MAINTENANCE SUPPORT WORKER|2014-03-19
28321000|NULL|42326129|TU2N|1091|1|||yes|VETERINARY HOSPITAL TECH SPV|2013-12-26
05110000|NULL|14628589|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-12-13
60015002|NULL|43181680|TU2N|1806|1|||yes|BUSINESS ADMIN SPECIALIST II|1980-01-31
29050600|NULL|72279710|TA12|1336|1|||yes|CLINICAL PROGRAMS, CRD 4|2000-08-18
16360100|NULL|57816383|GA12|540|1|||yes|GRADUATE AST-R|2005-02-08
04030100|NULL|68071590|FA12|791|1|||yes|CLIN AST PROF|2001-05-21
16360100|NULL|24019631|GA12|540|1|||yes|GRADUATE AST-R|2012-08-16
55050200|NULL|99722809|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-05-01
06040000|NULL|92747939|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2014-05-02
16040000|NULL|74892669|GA09|540|1|||yes|GRADUATE AST-R|2014-08-16
33060000|NULL|19592170|FA12|791|1|||yes|CLIN AST PROF|2008-11-28
55170100|NULL|79861879|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2011-10-24
32080500|NULL|39366601|OF12|791|1|||yes|CLIN AST PROF|2005-10-07
30050000|NULL|60152030|FACM|767|1|||yes|ASO PRG DIR & CLIN ASO PROF|2004-06-18
19340000|NULL|22709950|CTSY|134|1|||yes|AFFL ASO PROF|2004-06-18
16120100|NULL|38747901|GA12|540|1|||yes|GRADUATE AST-R|2012-08-16
16040100|NULL|19413154|FA09|518|1|||yes|PROF|2014-08-16
05250000|NULL|79309302|GA09|540|1|||yes|GRADUATE AST-R|2014-01-01
16520000|NULL|65792310|TU2N|798|1|||yes|CLERK, SR|2001-10-19
16309001|NULL|71271475|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-05-16
07701100|NULL|73448920|US2N|824|1|||yes|STOREKEEPER/RCV CLERK, SR|1997-06-26
13030200|NULL|35140650|FA12|318|1|||yes|PRG DIR & PROF|1987-07-01
60070000|NULL|15957850|CTSY|734|1|||yes|CO PROF|2000-01-01
24040100|NULL|49161564|FA12|456|1|||yes|ASO DEAN & PROF|2011-08-01
29110000|NULL|28892935|GA12|540|1|||yes|GRADUATE AST-R|2008-06-12
06040000|NULL|10159164|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2014-06-27
19020000|NULL|51955161|GA12|540|1|||yes|GRADUATE AST-R|2010-08-19
32060300|NULL|63140100|CTSY|144|1|||yes|AFFL CLIN AST PROF|2007-07-11
32060300|NULL|38735630|CTSY|144|1|||yes|AFFL CLIN AST PROF|2010-05-17
29080100|NULL|67439440|TU2N|798|1|||yes|CLERK, SR|2010-04-06
60060000|NULL|73543650|CTSY|734|1|||yes|CO PROF|2004-06-18
33070000|NULL|79781629|GA12|540|1|||yes|GRADUATE AST-R|2007-10-04
60170000|NULL|55616523|GA12|540|1|||yes|GRADUATE AST-R|2003-08-08
30040000|NULL|85700770|FACM|791|1|||yes|CLIN AST PROF|2014-08-15
63400200|NULL|18355910|US2N|1064|1|||yes|CUSTODIAL WORKER|1980-09-05
60460000|NULL|85971370|CTSY|734|1|||yes|CO PROF|2005-10-05
19050000|NULL|31616672|GA12|540|1|||yes|GRADUATE AST-R|2014-01-01
60460000|NULL|67926126|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-06-08
19030000|NULL|98908328|GA12|540|1|||yes|GRADUATE AST-R|2012-08-16
60353059|NULL|88175881|FA12|243|1|||yes|PRG EXT AGENT I|2013-06-17
07700500|NULL|91466935|TU2N|1042|1|||yes|CABINET MAKER|2004-05-28
29240000|NULL|82385891|TA12|1436|1|||yes|RESEARCH PROGS/SVCS, CRD 2|2009-07-20
60150000|NULL|66980935|GA12|540|1|||yes|GRADUATE AST-R|2012-07-01
05280000|NULL|59469170|US2N|1064|1|||yes|CUSTODIAL WORKER|1998-07-02
18080000|NULL|97345190|GA12|540|1|||yes|GRADUATE AST-R|2012-08-16
60470000|NULL|78963560|CTSY|738|1|||yes|CO ASO PROF|2000-01-01
07950100|NULL|89396111|TU2N|1064|1|||yes|CUSTODIAL WORKER|2010-06-14
28011704|NULL|32438060|TA12|1421|1|||yes|MEDICAL/HLTH ADMIN, DIR 5|2003-10-20
34060500|NULL|24243792|FA12|175|1|||yes|VIS CLIN AST PROF|2014-03-17
32060300|NULL|87341250|CTSY|144|1|||yes|AFFL CLIN AST PROF|2012-07-09
06040000|NULL|45945540|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2012-09-21
29680100|NULL|84808900|FA12|196|1|http://vivo.school.edu/individual/n1133||yes|DIR & RES ASO PROF|1977-09-16
19070000|NULL|54426305|FA09|518|1|||yes|PROF|2004-07-01
60150000|NULL|01165081|CTSY|738|1|||yes|CO ASO PROF|1965-01-01
34170200|NULL|10614381|FA12|791|1|||yes|CLIN AST PROF|2014-06-16
33070100|NULL|33075080|CTSY|734|1|||yes|CO PROF|2004-06-18
16900100|NULL|13115375|GA09|540|1|||yes|GRADUATE AST-R|2010-08-16
28090000|NULL|34361041|CTSY|144|1|||yes|AFFL CLIN AST PROF|2000-01-01
67010000|NULL|81693925|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-09-26
60910000|NULL|93565400|GA12|540|1|||yes|GRADUATE AST-R|2012-02-27
56021400|NULL|47521977|TU2E|875|1|||yes|MUSEUM OPERATIONS SPEC|2004-05-24
63400200|NULL|38731130|TU2N|1064|1|||yes|CUSTODIAL WORKER|1984-05-02
28090000|NULL|53386386|CTSY|738|1|||yes|CO ASO PROF|2007-03-01
06040000|NULL|59235175|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2013-06-28
19090100|NULL|85931421|GA12|540|1|||yes|GRADUATE AST-R|2012-08-16
60460000|NULL|39591563|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
60060000|NULL|94156646|GA12|540|1|||yes|GRADUATE AST-R|2014-08-16
13100200|NULL|87913817|CTSY|744|1|||yes|CO LECTURER|2001-12-06
60100000|NULL|49288652|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
19070000|NULL|34291592|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
16010000|NULL|28002720|FA12|152|1|||yes|INT DEAN & PROF|2007-01-12
63400200|NULL|17582949|TU2N|1064|1|||yes|CUSTODIAL WORKER|2012-03-09
18250000|NULL|23906189|GA09|540|1|||yes|GRADUATE AST-R|2013-08-16
19340000|NULL|82862850|CTSY|134|1|||yes|AFFL ASO PROF|2006-10-20
19050000|NULL|95497909|GA12|540|1|||yes|GRADUATE AST-R|2012-01-01
29120000|NULL|11241181|TA12|1336|1|||yes|CLINICAL PROGRAMS, CRD 4|2013-07-01
34070103|NULL|12402240|US2N|798|1|||yes|CLERK, SR|1996-08-14
55010100|NULL|92216290|FA12|432|1|||yes|ASO UNIV LIBRARIAN|2000-08-16
32060300|NULL|44385320|CTSY|144|1|||yes|AFFL CLIN AST PROF|2006-05-19
60320000|NULL|13936441|CTSY|738|1|||yes|CO ASO PROF|1993-04-15
29050903|NULL|19191716|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
04030200|NULL|07454779|TU2N|798|1|||yes|CLERK, SR|2011-08-12
15030000|NULL|13174371|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
15030000|NULL|59556112|GA12|540|1|||yes|GRADUATE AST-R|2012-08-16
32060300|NULL|44050985|CTSY|144|1|||yes|AFFL CLIN AST PROF|2013-01-23
17030100|NULL|14504989|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-05
60820000|NULL|18729608|GA12|540|1|||yes|GRADUATE AST-R|2008-07-01
28090000|NULL|39699201|FA12|791|1|||yes|CLIN AST PROF|2013-07-31
19090100|NULL|66791462|GA12|540|1|||yes|GRADUATE AST-R|2011-05-16
29290100|NULL|13224700|FACM|791|1|||yes|CLIN AST PROF|2012-08-15
04040000|NULL|59189033|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-05-14
16240000|NULL|77608760|FA09|518|1|||yes|PROF|1973-09-16
34060100|NULL|24743960|CTSY|144|1|||yes|AFFL CLIN AST PROF|2000-01-01
19090000|NULL|84917776|CTSY|734|1|||yes|CO PROF|2005-11-01
29160205|NULL|41994560|TA12|1336|1|||yes|CLINICAL PROGRAMS, CRD 4|2004-04-23
13100200|NULL|09181201|CTSY|744|1|||yes|CO LECTURER|1997-08-08
29050700|NULL|97395969|FACM|791|1|||yes|CLIN AST PROF|2013-11-04
05250000|NULL|40424260|TA12|1161|1|||yes|MULTIPURPOSE FACIL, DIR 5|1994-05-20
19020000|NULL|27519460|FA09|518|1|||yes|PROF|1991-08-09
67010000|NULL|01090160|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-08-27
32060300|NULL|13111168|CTSY|144|1|||yes|AFFL CLIN AST PROF|2010-10-12
30150000|NULL|64339376|CTSY|1495|1|||yes|CO RES ASO PROF|2007-03-01
56020000|NULL|85971370|CTSY|735|1|||yes|CO ASO CURATOR|2004-06-18
29091700|NULL|47907400|FACM|791|1|||yes|CLIN AST PROF|2010-07-01
73040000|NULL|22333480|TA12|1474|1|||yes|LAW ENFORCE SVCS, COMMANDER|1988-07-22
57140100|NULL|51971380|GA09|540|1|||yes|GRADUATE AST-R|2014-08-16
29092900|NULL|27430314|CTSY|738|1|||yes|CO ASO PROF|2014-06-18
32060300|NULL|49582261|CTSY|144|1|||yes|AFFL CLIN AST PROF|2007-09-27
29050800|NULL|98703540|CTSY|738|1|||yes|CO ASO PROF|2005-03-11
16320000|NULL|36584500|FA09|518|1|||yes|PROF|1986-12-26
30040000|NULL|85700770|FACM|791|1|||yes|CLIN AST PROF|2014-08-15
67010000|NULL|34618087|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-08-27
29200000|NULL|16006941|FA12|203|1|||yes|RES AST PROF|2010-07-01
34080103|NULL|64181709|TU2N|798|1|||yes|CLERK, SR|2004-11-15
68040000|NULL|23729581|TA12|1360|1|||yes|BUSINESS SERVICES, AST DIR 4|2005-12-30
19340000|NULL|69053818|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2012-01-13
29060000|NULL|11451139|GA12|540|1|||yes|GRADUATE AST-R|2010-08-16
29070603|NULL|72942380|TU2N|798|1|||yes|CLERK, SR|1994-05-06
